,beer_id,beer_name,brewery_id,brewery_name,cat_id,cat_name,styleId,style_name,abv,address1,address2,city,state,code,country,phone,website,January_22,February_22,March_22,April_22,May_22,June_22,July_22,August_22,September_22,October_22,November_22,December_22
2967,2970,Golden Rail,375,Cherryland Brewing,22,,22B,Unclassified,0,,,Sturgeon Bay,Wisconsin,,United States,,,574.34,29.13,658.03,225.1,566.93,359.93,571.97,352.28,554.48,308.3,303.18,420.65
2968,2971,Garten Br?_u Fest,338,Capital Brewery,27,Historical Beer,27A,Marzen,0,7734 Terrace Avenue,,Middleton,Wisconsin,53562,United States,1-608-836-7100,http://www.capital-brewery.com/,68.2,205.86,206.58,229.26,112.65,1.78,89.75,85.9,258.37,279.09,44.83,101.95
2969,2972,Woody Creek White,540,Flying Dog Brewery,24,Belgian Ale,24A,Witbier,4.8,2401 Blake St.,,Denver,Colorado,80205,United States,303-292-5027,http://www.flyingdogales.com/,191.61,32.13,1642.66,172.71,397.55,1109.16,324.84,757.21,1151.53,733.46,1733.94,1361.13
2970,2973,Big Horn Total Disorder Porter,326,C.B. & Potts of Cheyenne,13,Brown British Beer,13C,English Porter,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,407.73,1341.84,107.89,780.29,237.7,1325.23,1224.31,13.68,1242.95,164.58,127.12,1662.13
2971,2974,Big Horn Fort Collins Stout,326,C.B. & Potts of Cheyenne,22,Strong American Ale,22B,American-Style Stout,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,149.95,932.2,185.33,68.18,1045.55,340.68,1000.04,28.87,591.73,1015.84,443.21,995.44
2972,2975,Big Horn Big Red Ale,326,C.B. & Potts of Cheyenne,18,Pale American Ale,18B,American Pale Ale,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,438.96,698.56,341.1,383.24,216.07,485.4,513.98,114.51,528.57,226.15,353.55,396.66
2973,2976,Big Horn Buttface Amber,326,C.B. & Potts of Cheyenne,19,Amber and Brown American Beer,19A,American Amber Ale,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,41.32,82.81,475.4,55.18,142.63,566.59,596.32,118.28,619.34,377.82,579.33,528.36
2974,2977,Big Horn Wyoming Blonde,326,C.B. & Potts of Cheyenne,18,Pale American Ale,18A,Blonde Ale,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,645.34,998.41,6.63,660.03,1060.32,434.17,119.12,201.11,555.32,633.34,258.39,1041.47
2975,2978,Big Horn Hefeweizen,326,C.B. & Potts of Cheyenne,10,German Wheat Beer,10A,Weissbier,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,267.6,471.97,355.13,854.88,757.02,782.29,534.35,246.91,106.99,241.42,361.21,561.6
2976,2979,Big Horn Bluesberry,326,C.B. & Potts of Cheyenne,1,Standard American Beer,01A,American Light Lager,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,100.61,72.57,25.43,58.38,45.23,78.17,97.48,23.66,36.81,64.92,6.59,22.82
2977,2980,Big Horn Light,326,C.B. & Potts of Cheyenne,1,Standard American Beer,01B,American Lager,0,1650 Dell Range Boulevard,,Cheyenne,Wyoming,82001,United States,1-307-632-8636,,43.32,336.91,228.48,381.33,424.58,787.6,496.77,647.05,505.59,761.9,508.88,84.45
2978,2981,Tundrabeary Ale,1271,Tommyknocker Brewery and Pub,1,Standard American Beer,01A,American Light Lager,0,1401 Miner Street,,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/,169.31,782.64,305.09,1016.58,77.74,1595.24,1348.44,814.23,1178.07,0.7,91.35,813.36
2979,2982,Black Powder Stout,1271,Tommyknocker Brewery and Pub,22,Strong American Ale,22B,American-Style Stout,0,1401 Miner Street,,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/,609.54,195.74,11.39,328.05,302.63,213.82,646.17,644.97,566.09,289.79,529.88,327.63
2980,2983,Bottom Up Wit,1054,Revolution Brewing LLC,24,Belgian Ale,24A,Witbier,0,2323 N Milwaukee Ave,,Chicago,Illinois,60647,United States,773-227-BREW,http://revbrew.com/,21.16,20.62,35.65,45.87,72.71,76.54,71.82,40.6,33.02,51.39,35.39,23.09
2981,2984,Specialty Beer: Oak-Aged Black Double IPA,858,Midnight Sun Brewing Co.,22,Strong American Ale,22A,Double IPA,8.5,8111 Dimond Hook Drive,,Anchorage,Alaska,99507,United States,1-907-344-1179,http://www.midnightsunbrewing.com/,501.62,104.57,1431.32,221.81,932.68,67.81,397.61,1640.95,1434.46,219.41,952.27,83.81
2982,2985,Obliteration VI,858,Midnight Sun Brewing Co.,22,Strong American Ale,22A,Double IPA,8.5,8111 Dimond Hook Drive,,Anchorage,Alaska,99507,United States,1-907-344-1179,http://www.midnightsunbrewing.com/,70.11,128.02,213.85,225.49,94.51,248.4,14.26,135.01,274.7,362.77,263.59,15.06
2983,2986,Dragon Stout,442,Desnoes & Geddes Ltd,22,Strong American Ale,22B,American-Style Stout,7.5,214 Spanish Town,,Kingston,,,Jamaica,1-876-923-9291,,547.29,1896.72,1968.63,938.55,520.42,887.78,1973.88,1878.23,1580.31,2233.92,1531.5,1338.34
2984,2987,Red Eye Lager,1271,Tommyknocker Brewery and Pub,1,Standard American Beer,01B,American Lager,0,1401 Miner Street,,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/,30.92,438.73,362.84,54.91,57.93,319.32,423.66,279.89,249.89,155.52,103.8,150.07
2985,2988,Wild West Beer,739,Kessler Brewing,18,Pale American Ale,18B,American Pale Ale,0,,,Helena,Montana,,United States,,,233.35,229.66,225.85,18.08,109.24,150.79,15.27,68.97,88.26,177.59,135.74,220.56
2986,2989,Doppelbock,739,Kessler Brewing,4,Pale Malty European Lager,04C,Helles Bock,6.8,,,Helena,Montana,,United States,,,178.8,101.33,271.03,225.21,168.37,446.99,431.34,356.72,419.89,271.35,198.35,285.47
2987,2990,Jack Whacker Wheat Ale,1271,Tommyknocker Brewery and Pub,1,Standard American Beer,01A,American Light Lager,0,1401 Miner Street,,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/,937.09,427.49,1155.63,21.75,813.47,235.02,850.39,193.74,1142.01,45.41,940.84,925.49
2988,2991,Grizzly Wulff Wheat,1390,Yellowstone Valley Brewing,22,,22B,Unclassified,5.3,2123 1st Avenue North,,Billings,Montana,59101,United States,406-245-0918,http://www.yellowstonevalleybrew.com,585.61,263.19,745.38,461.69,149.98,475.66,764.52,695.75,25.92,299.41,187.61,622.05
2989,2992,Wild Wyo Wheat,1225,Sweetwater Brewing - Casper,1,Standard American Beer,01B,American Lager,0,,,Casper,Wyoming,,United States,,,140.24,6.23,11.06,83.89,184.71,207.05,349.53,159.15,201.95,250.5,247.98,239.24
2990,2993,Dark,57,August Schell Brewing,22,,22B,Unclassified,0,1860 Schell Road,,New Ulm,Minnesota,56073,United States,800-770-5020,http://www.schellsbrewery.com/,461.18,1038.17,1115.65,979.47,957.71,202.99,854.68,944.92,840.95,102.11,545.43,875.18
2991,2994,Oil Can Stout,1105,Sanford's Grub and Pub,22,Strong American Ale,22B,American-Style Stout,0,5 East Alger Street,,Sheridan,Wyoming,82801,United States,1-307-674-1722,,711.75,1324.44,516.24,906.2,94.42,82,1158.46,1393.66,112.62,706.99,711.84,1217.62
2992,2995,Red Line Amber,1105,Sanford's Grub and Pub,19,Amber and Brown American Beer,19A,American Amber Ale,0,5 East Alger Street,,Sheridan,Wyoming,82801,United States,1-307-674-1722,,646.13,31.26,873.51,971.42,316.03,370.66,1300.07,1262.94,808.55,1356.98,478.56,428.66
2993,2996,Smoke Jump Stout,522,Firehouse Brewing,22,Strong American Ale,22B,American-Style Stout,0,610 Main Street,,Rapid City,South Dakota,57701,United States,1-605-348-1915,,138.89,22.89,56.9,358.93,273.65,66.85,123.79,351.46,352.55,349.31,314.9,15.95
2994,2997,Firehouse Red,522,Firehouse Brewing,18,Pale American Ale,18B,American Pale Ale,0,610 Main Street,,Rapid City,South Dakota,57701,United States,1-605-348-1915,,402.23,401.36,287.24,510.82,375.72,390.09,502.62,312.91,305.74,504.6,448.25,142.85
2995,2998,Brown Cow Ale,522,Firehouse Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,0,610 Main Street,,Rapid City,South Dakota,57701,United States,1-605-348-1915,,1561.2,67.64,1216.01,903.01,244.38,742.66,645.45,1181.57,1414.28,1275.54,582.62,172.76
2996,2999,Barely Blond,522,Firehouse Brewing,18,Pale American Ale,18A,Blonde Ale,0,610 Main Street,,Rapid City,South Dakota,57701,United States,1-605-348-1915,,79.12,735.37,238.92,870.08,1075.89,2.36,1063.67,1019.9,597.96,973.47,623.83,562.8
2997,3000,Wilderness Wheat,522,Firehouse Brewing,1,Standard American Beer,01B,American Lager,0,610 Main Street,,Rapid City,South Dakota,57701,United States,1-605-348-1915,,26.09,25.85,32.98,31.07,28.95,11.34,30.04,0.49,25.32,6.78,11.19,45.91
2998,3001,Buffalo Stout,1147,Sioux Falls Brewing,22,Strong American Ale,22B,American-Style Stout,0,,,Sioux Falls,South Dakota,,United States,,,66.04,38.78,0.98,7.73,53.84,67.37,124.49,80.68,7,68.27,17.32,129.94
2999,3002,Ringneck Red Ale,1147,Sioux Falls Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,0,,,Sioux Falls,South Dakota,,United States,,,190.65,483.71,442.27,232.77,120.85,475.31,713.36,376.04,388.79,469.37,335.71,484.55
3000,3003,Midnight Star Ale,1147,Sioux Falls Brewing,18,Pale American Ale,18B,American Pale Ale,0,,,Sioux Falls,South Dakota,,United States,,,342.11,1413.31,459.45,988.23,65.36,436.28,74.53,1007.92,1150.58,968.76,985.51,1345.3
3001,3004,Canary Wheat,1147,Sioux Falls Brewing,10,German Wheat Beer,10A,Weissbier,0,,,Sioux Falls,South Dakota,,United States,,,419.05,21.97,401.18,737.73,536.54,720.12,372.87,405.41,921.18,104.4,710.64,121.91
3002,3005,Belgian Summer Ale,1268,Titletown Brewing,22,,22B,Unclassified,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,774.16,327.33,301.5,291.49,426.53,825.08,63.78,680.81,331.58,548.12,406.42,80.8
3003,3006,Black Hawk Stout,407,Court Avenue Brewing,22,Strong American Ale,22B,American-Style Stout,0,309 Court Avenue,,Des Moines,Iowa,50309,United States,1-515-282-2739,,158.42,151.49,155.38,58.52,89.63,171.54,105.67,14.21,22.02,20.02,32.62,92.05
3004,3007,ESB,407,Court Avenue Brewing,22,,22B,Unclassified,0,309 Court Avenue,,Des Moines,Iowa,50309,United States,1-515-282-2739,,661.61,593.63,221.35,455.77,605,546.47,282.13,984.36,328.99,778.97,211.82,1002.56
3005,3008,Pointer Brown Ale,407,Court Avenue Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,0,309 Court Avenue,,Des Moines,Iowa,50309,United States,1-515-282-2739,,982.82,938.3,725.58,974.74,738.53,322.71,682.52,68.79,789.22,728.39,866.56,534.11
3006,3009,Topping Pale Ale,407,Court Avenue Brewing,18,Pale American Ale,18B,American Pale Ale,0,309 Court Avenue,,Des Moines,Iowa,50309,United States,1-515-282-2739,,251.12,565.84,237.83,459.74,381.25,5.8,8.36,298.14,128.09,465.97,568.97,493.81
3007,3010,Capital Raspberry Wheat,407,Court Avenue Brewing,1,Standard American Beer,01A,American Light Lager,0,309 Court Avenue,,Des Moines,Iowa,50309,United States,1-515-282-2739,,566.12,184.93,503.69,1025.04,27.68,852.36,545.06,376.9,1017.27,1023.32,992.57,764.98
3008,3011,Vimalt Wheat,407,Court Avenue Brewing,1,Standard American Beer,01B,American Lager,0,309 Court Avenue,,Des Moines,Iowa,50309,United States,1-515-282-2739,,631.05,1248.41,639.09,757.09,262.13,703.83,1379.44,690.21,9.59,87.49,1422.16,1968.24
3009,3012,Wei??e Export / Helle We??e,1347,Weissbierbrauerei Hopf,10,German Wheat Beer,10A,Weissbier,0,Schtzenstrae 8-10,,Miesbach,Bayern,,Germany,49-(0)8025-/-2959-0,,1630.54,2883.18,2542.41,209.57,3860.05,2244.06,3141.02,573.02,2639.92,1917.08,253.04,629.66
3010,3013,Adler Br?_u 1848 Lager,46,Appleton Brewing,1,Standard American Beer,01B,American Lager,0,,,Appleton,Wisconsin,,United States,,,61.37,141.85,0.12,340.36,102.93,230.96,20.83,251.94,262.91,430.99,50.66,175.27
3011,3014,St. Paul Special,297,Brouwerij Sterkens,22,,22B,Unclassified,0,Meerdorp 20,,Hoogstraten-Meer,Antwerpen,,Belgium,32-03-317-00-50,,12.16,22.43,19.28,6.93,11.9,11.05,8.96,19.64,24.88,16.45,7.27,10.94
3012,3015,St. Paul Blond,297,Brouwerij Sterkens,18,Pale American Ale,18A,Blonde Ale,0,Meerdorp 20,,Hoogstraten-Meer,Antwerpen,,Belgium,32-03-317-00-50,,1629.08,475.94,1110.71,696.56,261.08,1358.45,994.59,1443.96,103.84,948.48,632.52,668.83
3013,3016,Scaldis No??l / Bush No??l,188,Brasserie Dubuisson,22,,22B,Unclassified,0,Chause de Mons 28,,Pipaix,Hainaut,,Belgium,32-069-67-22-21,,555.9,551.64,162.68,68,360.8,191.05,279.82,540.33,693.24,326.47,325.34,706.66
3014,3017,Schierlinger Roggen,561,Frstliche Brauerei Thurn Und Taxis Regensburg,1,Standard American Beer,01B,American Lager,0,Waffnergasse 6-8,,Regensburg,Bayern,,Germany,49-(0)9451-/-412,,6664.6,3108.97,5576.14,781.59,2818.46,7740.54,8727.71,1629.21,775.24,4557.24,4281.55,3119.89
3015,3018,Master Brew Bitter,1132,Shepherd Neame,22,,22B,Unclassified,4,17 Court Street,,Faversham,Kent,,United Kingdom,44-(01795)-532206,,2788.66,771.27,1789.07,1981.28,2591.73,765.94,2975.2,2789.92,758.95,1061.3,305.1,2139.5
3016,3019,Victory Ale,571,George Bateman and Son Ltd.,22,,22B,Unclassified,5.2,Mill Lane,,Skegness,Lincoln,,United Kingdom,44-(01754)-880317,,53.07,274.43,150.2,277.11,38.68,81.35,156.89,264.49,583.72,5.7,29.63,206.42
3017,3020,Spitfire Premium Kentish Strong Ale,1132,Shepherd Neame,22,,22B,Unclassified,4.5,17 Court Street,,Faversham,Kent,,United Kingdom,44-(01795)-532206,,1116.79,125.79,2139.15,625.12,1897.62,1075.58,280.62,1520.91,521.74,788.73,926.79,465.59
3018,3021,Hinterland Amber Ale,608,Green Bay Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,0,313 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-888-604-2337,,546.5,572.22,349.25,570.48,432.72,423.45,577.48,569.95,259.2,482.33,403.78,129.49
3019,3022,Weisse,621,Hacker-Pschorr Bru,10,German Wheat Beer,10A,Weissbier,0,,,Mnchen,Bayern,,Germany,,,1916.33,1804.43,3454.37,1929.79,88.78,592.11,487.16,347.43,772.66,3076.01,2050.43,2016.6
3020,3023,Classic American Pale Ale,599,Gray Brewing,18,Pale American Ale,18B,American Pale Ale,0,2424 West Court Street,,Janesville,Wisconsin,53545,United States,1-608-752-3552,,230.43,381.2,218.42,91.69,62.32,262.88,206.18,222.95,455.07,301.88,27.89,456.31
3021,3024,Irish Stout,483,Egan Brewing,22,Strong American Ale,22B,American-Style Stout,0,,,De Pere,Wisconsin,,United States,,,1259.4,238.99,506.48,1495.86,972.95,245.51,83.77,296.5,732.36,470.65,1498.6,254.04
3022,3025,Hefeweizen,483,Egan Brewing,10,German Wheat Beer,10A,Weissbier,0,,,De Pere,Wisconsin,,United States,,,351.66,721.31,482.45,587.54,1184.18,21.29,293.04,386.08,1059.89,430.69,126,224
3023,3026,Irish Ale,483,Egan Brewing,13,Brown British Beer,13A,Mild,0,,,De Pere,Wisconsin,,United States,,,550.49,1133.12,333.99,264.63,211.36,22.72,896.57,1047.4,264.33,137.06,715.3,870.15
3024,3027,Hinterland Pub Draught,608,Green Bay Brewing,18,Pale American Ale,18B,American Pale Ale,0,313 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-888-604-2337,,786.37,937.27,445.96,312.89,1239.59,562.73,202.38,999.52,244.41,1365.32,304.81,705.27
3025,3028,Fort Edward Augustus 1770 Scottish Ale,1268,Titletown Brewing,22,,22B,Unclassified,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,612.25,45.56,464.8,491.25,92.09,524.77,458.72,93.19,242.65,289.69,589.01,118.93
3026,3029,"Johnny \Blood\"" McNally Irish Red""",1268,Titletown Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,349.07,608.07,274.04,1293.18,1361.4,1225.27,1164.9,515.07,997.69,226.65,118.59,1163.05
3027,3030,Hopping Turtle Pale Ale,1268,Titletown Brewing,18,Pale American Ale,18B,American Pale Ale,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,199.65,236.53,222.04,618.6,289.22,571.5,716.35,697.19,15.89,188.19,886.04,774.18
3028,3031,Railyard Ale,1268,Titletown Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,64,70.05,222.4,229.1,34.86,8.03,206.24,90.04,179.35,200.72,247.9,52.07
3029,3032,"The \400\"" Honey Ale""",1268,Titletown Brewing,22,,22B,Unclassified,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,227.26,824.22,625.39,254.15,750.08,769.27,552.91,873.76,602.21,551.05,464.54,575.22
3030,3033,Old Broadway Cream Ale,1268,Titletown Brewing,1,Standard American Beer,01B,American Lager,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,1216.74,954.66,299.38,111.53,267.98,683.02,172.52,1071.96,632.43,1147.5,720.07,781.45
3031,3034,Helles Honey Bock,355,Cedar Brewing,4,Pale Malty European Lager,04C,Helles Bock,0,,,Cedar Rapids,Iowa,,United States,,,166.64,397.91,161.93,532.13,513.19,403.81,325.05,136.12,229.69,200.82,125.81,25.08
3032,3035,Summer Alt,355,Cedar Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,0,,,Cedar Rapids,Iowa,,United States,,,618.22,1109.48,982.66,465.76,411.46,472.98,652.75,386.1,1153.35,968.04,605.99,881.83
3033,3036,Dunkelweisse,355,Cedar Brewing,8,Dark European Lager,08A,Munich Dunkel,0,,,Cedar Rapids,Iowa,,United States,,,902.27,795.97,813.98,263.02,1120.38,892.9,1011.21,428.96,653.96,426.1,810.75,1086.6
3034,3037,Ribleymeister Light,355,Cedar Brewing,1,Standard American Beer,01B,American Lager,0,,,Cedar Rapids,Iowa,,United States,,,183.31,132.85,420.16,388.36,81.18,127.09,326.3,88.11,260.26,101.92,293.64,410.07
3035,3038,Black Cobra Stout,355,Cedar Brewing,22,Strong American Ale,22B,American-Style Stout,0,,,Cedar Rapids,Iowa,,United States,,,128.87,1585.95,1293.91,191.51,643.04,111.58,144.1,1567.25,1224.59,1331.86,1418.74,350.78
3036,3039,Red Rocket Amber Ale,355,Cedar Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,0,,,Cedar Rapids,Iowa,,United States,,,298.68,187.21,241.35,31.98,6.44,71.07,169.52,16.91,284.47,101.92,9.22,10.81
3037,3040,Flying Aces Ale,355,Cedar Brewing,18,Pale American Ale,18B,American Pale Ale,0,,,Cedar Rapids,Iowa,,United States,,,125.2,232.38,356.47,161.95,9.19,63.43,165.2,310.33,3.87,237.94,220.57,165.87
3038,3041,Golden Hawk Wheat Beer,355,Cedar Brewing,1,Standard American Beer,01B,American Lager,0,,,Cedar Rapids,Iowa,,United States,,,238.75,52.5,139.77,140.67,232.52,34.73,151.49,179.5,243.03,164.13,38.3,256.27
3039,3042,Arkham Stout,142,Blue Cat Brew Pub,22,Strong American Ale,22B,American-Style Stout,0,113 18th Street,,Rock Island,Illinois,61201,United States,1-309-788-8247,,1078.15,837.19,1277.06,1556.49,935.9,544.88,587.38,1197.9,4.34,526.72,333.63,202.98
3040,3043,Red Toad Amber Ale,142,Blue Cat Brew Pub,19,Amber and Brown American Beer,19A,American Amber Ale,0,113 18th Street,,Rock Island,Illinois,61201,United States,1-309-788-8247,,194.95,924.77,948.34,206.63,68.59,87.64,414,977.28,814.5,1002.93,728.36,279.37
3041,3044,Off The Rail Pale Ale,142,Blue Cat Brew Pub,18,Pale American Ale,18B,American Pale Ale,0,113 18th Street,,Rock Island,Illinois,61201,United States,1-309-788-8247,,2.89,231.79,61.62,15.53,124.99,42.94,215.21,147.47,206.85,2.46,312.07,181.5
3042,3045,Wigged Pig Wheat,142,Blue Cat Brew Pub,1,Standard American Beer,01B,American Lager,0,113 18th Street,,Rock Island,Illinois,61201,United States,1-309-788-8247,,358.69,262.58,540.42,466.31,318.46,416.55,444.16,369.24,453.35,293.64,391.04,159.08
3043,3046,Bucktown Stout,559,Front Street Brewery,22,Strong American Ale,22B,American-Style Stout,0,208 East River Drive,,Davenport,Iowa,52801,United States,1-563-322-1569,,58.67,629.3,434.8,55.03,1027.04,661.33,327.45,530.96,198.1,795.48,772.1,760.95
3044,3047,Raging River Ale,559,Front Street Brewery,22,,22B,Unclassified,0,208 East River Drive,,Davenport,Iowa,52801,United States,1-563-322-1569,,46.48,118.35,118.86,70.92,47.27,16.71,12.44,58.13,3.61,173.87,97.52,83.8
3045,3048,Cherry Ale,559,Front Street Brewery,1,Standard American Beer,01A,American Light Lager,0,208 East River Drive,,Davenport,Iowa,52801,United States,1-563-322-1569,,434.66,112.88,380.2,1432.75,921.69,214.38,901,220.32,851.85,1515.31,587.9,1392.09
3046,3049,Hefeweizen,559,Front Street Brewery,10,German Wheat Beer,10A,Weissbier,0,208 East River Drive,,Davenport,Iowa,52801,United States,1-563-322-1569,,1348.97,264.44,2.15,1252.25,751.79,1330.2,322.99,977.16,76.71,970.74,467.44,399.47
3047,3050,Old Davenport Gold,559,Front Street Brewery,18,Pale American Ale,18B,American Pale Ale,0,208 East River Drive,,Davenport,Iowa,52801,United States,1-563-322-1569,,202.26,126.62,769.28,434.08,335.17,735.32,582.06,226.22,204.67,12.4,821.19,683.44
3048,3051,Stonecutter Stout,1036,Raccoon River Brewing,22,Strong American Ale,22B,American-Style Stout,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,1357.08,962.62,721.87,98.13,997.98,957.74,766.35,1159.03,1458.07,763.05,158.15,425.6
3049,3052,Bandit IPA,1036,Raccoon River Brewing,21,IPA,21A,American IPA,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,415.31,516.58,422.08,349.44,499.93,91.8,533.99,160.28,378.06,493.46,90.92,292.45
3050,3053,Railyard Ale,1036,Raccoon River Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,1414.73,922.95,551.24,110.97,1320.85,290.66,1541.18,1031.67,825.38,406.01,876.41,706.17
3051,3054,Maibock,1036,Raccoon River Brewing,4,Pale Malty European Lager,04C,Helles Bock,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,12.28,422.35,886.39,77.28,827.87,614.65,844.51,101.08,649.67,833.52,666.78,849.46
3052,3055,Vanilla Creme Ale,1036,Raccoon River Brewing,22,,22B,Unclassified,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,128.07,909.21,721.8,850.42,328.79,618.87,489.64,63.86,862.61,85.23,683.57,705.95
3053,3056,Barnstormer Pale Ale,1036,Raccoon River Brewing,18,Pale American Ale,18B,American Pale Ale,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,246.91,129.7,51.09,88,282.49,42.75,42.84,286.6,165.37,178.57,122.93,48.79
3054,3057,Tallgrass Prairie Gold,1036,Raccoon River Brewing,22,,22B,Unclassified,0,200 North Tenth Street,,Des Moines,Iowa,50309,United States,1-515-362-5222,,274.73,1138.45,554.78,476.62,76.9,1089.77,260.34,1446.33,800.33,537.12,1024.41,1280.27
3055,3058,Ramrod Special Bitter Ale,1385,Youngs & Company Brewery,22,,22B,Unclassified,5,26 Osiers Road,Wandsworth,London,,SW18 1NH,England,020 8875 7000,http://www.youngs.co.uk,9226.74,9437.65,10903.99,5135.39,7034.57,547.58,4080.32,6844.39,8525.89,103.63,3115.89,8468.53
3056,3059,Ten Penny American Bitter,161,Boulevard Brewing Company,18,Pale American Ale,18B,American Pale Ale,0,2501 Southwest Boulevard,,Kansas City,Missouri,64108,United States,1-816-474-7095,http://www.blvdbeer.com/,265.47,213.62,549.65,155.71,311.83,810.93,34.92,803.98,91.47,15.58,223.97,866.01
3057,3060,German Premium Dark,448,Diebels Privatbrauerei,19,Amber and Brown American Beer,19C,American Brown Ale,0,Brauerei-Diebels-Strae 1,,Issum,Nordrhein-Westfalen,,Germany,49-(0)2835-/-30-0,,1165.53,359.58,1646.92,1792.05,668.15,784.86,653.06,11.57,802.54,501.36,427.88,1099.77
3058,3061,Oberg?_rig / M?_nster Alt,223,Brauerei und Altbierkche Pinkus Mller,19,Amber and Brown American Beer,19C,American Brown Ale,0,Kreuzstrae 4-10,,Mnster,Nordrhein-Westfalen,,Germany,49-(0)251-/-45151,http://www.pinkus-mueller.de/,5530.04,2592.05,4210.73,3991.77,1546.9,1724.45,2549.52,3503.48,2719.56,2514.53,289.06,1394.02
3059,3062,Alt,628,Hannen Brauerei,19,Amber and Brown American Beer,19C,American Brown Ale,0,,,Mnchengladbach,Nordrhein-Westfalen,,Germany,,,3281.5,7467.17,6261.15,3532.64,3649.72,6932.36,2684.6,2505.42,1689.62,6942.69,3757.28,6049.51
3060,3063,Alt,1018,Privatbrauerei Bolten,19,Amber and Brown American Beer,19C,American Brown Ale,4.9,Rheydter-Strae 138,,Korschenbroich,Nordrhein-Westfalen,,Germany,49-(0)2161-/-61790-0,,4843.44,1947.7,4328.53,2372.62,4928.95,776.77,3917.15,916.82,4311.75,4764.36,2871.62,4729.6
3061,3064,Doppelbock (discontinued),590,Gottberg Brew Pub,4,Pale Malty European Lager,04C,Helles Bock,0,2804 13th Street,,Columbus,Nebraska,68601,United States,1-402-562-6488,,114.75,83.77,159.4,222.22,29.42,263.17,145.77,154.19,188.72,79.95,40.83,166.04
3062,3065,Rumble Seat Stout (discontinued),590,Gottberg Brew Pub,22,Strong American Ale,22B,American-Style Stout,0,2804 13th Street,,Columbus,Nebraska,68601,United States,1-402-562-6488,,15.93,8.19,16.11,11.64,12.86,9.14,16.54,0.43,6.08,15.61,9.29,6.27
3063,3066,Stone Beer,256,Brimstone Brewing,22,,22B,Unclassified,0,4607 Wedgewood Boulevard,,Frederick,Maryland,20176,United States,1-888-258-7434,,291.46,271.81,602.51,483.54,238.17,891.95,237.08,735.04,551.73,466.44,21.45,895.74
3064,3067,Hex Nut Brown Ale,586,Goose Island Beer Company - Fulton Street,19,Amber and Brown American Beer,19C,American Brown Ale,0,1800 West Fulton Street,,Chicago,Illinois,60612,United States,1-800-466-7363,,605.19,557.95,180.94,422.53,425.84,540.66,454.56,652.3,60.79,344.99,558.4,554.03
3065,3068,Red Raspberry,642,HC Berger Brewing,1,Standard American Beer,01A,American Light Lager,0,,,Fort Collins,Colorado,,United States,,,419.42,139.46,33.58,348.9,501.99,1086.25,527.82,1087.33,242.78,1162.53,1173.76,584.55
